$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:117.     

JDAY,T(C)
 37453.275,   12.59
 37453.318,   12.60
 37453.362,   12.61
 37453.405,   12.62
 37453.448,   12.62
 37453.491,   12.63
 37453.534,   12.63
 37453.575,   12.62
 37453.618,   12.62
 37453.661,   12.62
 37453.704,   12.61
 37453.748,   12.61
 37453.791,   12.61
 37453.834,   12.61
 37453.877,   12.61
 37453.920,   12.61
 37453.963,   12.61
 37454.006,   12.61
 37454.049,   12.62
 37454.092,   12.62
 37454.133,   12.62
 37454.176,   12.62
 37454.219,   12.63
 37454.262,   12.64
 37454.306,   12.64
 37454.349,   12.65
 37454.393,   12.66
 37454.436,   12.66
 37454.479,   12.65
 37454.522,   12.65
 37454.566,   12.64
 37454.609,   12.63
 37454.649,   12.63
 37454.692,   12.63
 37454.736,   12.63
 37454.779,   12.63
 37454.823,   12.64
 37454.866,   12.64
 37454.909,   12.65
 37454.953,   12.65
 37454.996,   12.64
 37455.036,   12.64
 37455.080,   12.64
 37455.123,   12.64
 37455.167,   12.64
 37455.210,   12.64
 37455.253,   12.64
 37455.297,   12.64
 37455.338,   12.65
 37455.380,   12.65
 37455.423,   12.66
 37455.467,   12.66
 37455.511,   12.67
 37455.554,   12.67
 37455.597,   12.68
 37455.641,   12.69
 37455.684,   12.69
 37455.725,   12.70
 37455.767,   12.70
 37455.811,   12.69
 37455.855,   12.69
 37455.899,   12.69
 37455.943,   12.68
 37455.985,   12.68
 37456.027,   12.68
 37456.070,   12.68
 37456.114,   12.68
 37456.156,   12.67
 37456.200,   12.67
 37456.244,   12.67
 37456.283,   12.67
 37456.327,   12.67
 37456.369,   12.68
 37456.413,   12.68
 37456.456,   12.69
 37456.500,   12.69
 37456.543,   12.70
 37456.586,   12.71
 37456.629,   12.71
 37456.670,   12.71
 37456.714,   12.72
 37456.759,   12.72
 37456.800,   12.72
 37456.844,   12.72
 37456.887,   12.72
 37456.930,   12.71
 37456.973,   12.71
 37457.017,   12.71
 37457.057,   12.71
 37457.101,   12.71
 37457.144,   12.70
 37457.188,   12.70
 37457.231,   12.70
